track_id,state,start_frame,end_frame,duration_seconds,is_value_added,description,zone
1,unknown,0,2,0.6,False,,
1,moving_empty,3,6,0.8,True,,
1,idle,7,16,2.0,False,,
2,idle,0,29,6.0,False,,
3,idle,0,29,6.0,False,,
